word,semantic_dissimilarity
Una,
bambina,0.5247165560722351
senza,0.5053129196166992
nome,0.3109090030193329
C',0.3876659870147705
era,0.2574005126953125
una,0.19447249174118042
bambina,0.2783307433128357
che,0.15858900547027588
aveva,0.23260289430618286
un,0.23644208908081055
nome,0.22374367713928223
come,0.27325356006622314
tutti,0.31978434324264526
i,0.28586727380752563
bambini,0.24202603101730347
del,0.3687865138053894
mondo,0.2447167932987213
era,0.15437495708465576
allegra,0.2890821397304535
e,0.22951477766036987
andava,0.31594985723495483
spesso,0.266936719417572
a,0.2734854221343994
giocare,0.21146637201309204
in,0.23212146759033203
giardino,0.21175438165664673
Un,0.30799829959869385
giorno,0.30135577917099
lanciò,0.4049108326435089
la,0.2311009168624878
palla,0.2688830494880676
al,0.2269073724746704
di,0.41434246301651
là,0.3782517910003662
di,0.2667393088340759
una,0.20158350467681885
siepe,0.43902406096458435
e,0.24376490712165833
quando,0.2612125277519226
andò,0.35431307554244995
a,0.3228350877761841
cercarla,0.2518824338912964
non,0.19734513759613037
la,0.19378376007080078
trovò,0.2530086934566498
Cerca,0.3009952902793884
qua,0.30729901790618896
cerca,0.26752549409866333
là,0.23850631713867188
la,0.18014276027679443
palla,0.27639347314834595
non,0.1589672565460205
c',0.27043861150741577
era,0.21175605058670044
la,0.1927034854888916
bambina,0.3336845636367798
era,0.20459848642349243
stupita,0.28939488530158997
e,0.21580159664154053
anche,0.2493777871131897
un,0.2938191890716553
po',0.3511897325515747
spaventata,0.23608650267124176
A,0.34810149669647217
un,0.3429872989654541
tratto,0.3781532645225525
sentì,0.3484831750392914
una,0.20956635475158691
vocina,0.3648948669433594
in,0.28240108489990234
alto,0.32679200172424316
È,0.4788312315940857
tua,0.3403162360191345
questa,0.2576262950897217
bella,0.22613900899887085
palla,0.2960745394229889
piccolina,0.3555011451244354
La,0.301334023475647
bambina,0.3256922960281372
guardò,0.365827739238739
su,0.2940720319747925
e,0.2533746361732483
vide,0.33732736110687256
un,0.20703983306884766
omettino,0.3613799214363098
magro,0.25775206089019775
seduto,0.2396973967552185
a,0.25099533796310425
cavallo,0.35993146896362305
di,0.27181506156921387
un,0.22619348764419556
ramo,0.228002667427063
aveva,0.2321690320968628
la,0.26333773136138916
palla,0.2975107431411743
tra,0.3595387935638428
le,0.37682801485061646
mani,0.2410409152507782
Certo,0.5067072510719299
che,0.28363585472106934
è,0.22038662433624268
mia,0.27777713537216187
Dammela,0.3270792067050934
disse,0.5743154287338257
la,0.23272544145584106
bambina,0.30108022689819336
E,0.38914504647254944
tu,0.24727529287338257
cosa,0.27052342891693115
mi,0.24869060516357422
dai,0.31358587741851807
in,0.3057861328125
cambio,0.2936928868293762
disse,0.3283405900001526
l',0.2306230068206787
ometto,0.3939138352870941
Niente,0.4009378254413605
La,0.2776334285736084
palla,0.2924689054489136
è,0.21708083152770996
mia,0.2421828806400299
ribatté,0.4923402667045593
la,0.21652281284332275
bambina,0.2880278527736664
Ma,0.3421647548675537
adesso,0.341968297958374
ce,0.3591759204864502
l',0.35861045122146606
ho,0.2825283408164978
io,0.21165409684181213
Non,0.35389244556427
ho,0.262209415435791
niente,0.2951864004135132
da,0.30542248487472534
darti,0.2886064350605011
disse,0.4047761559486389
la,0.2646734118461609
bambina,0.32768577337265015
Si,0.39532315731048584
che,0.3084867000579834
ce,0.34685301780700684
l',0.365307092666626
hai,0.2479805052280426
dammi,0.3553723096847534
il,0.2668626308441162
tuo,0.2190975546836853
nome,0.2500680983066559
Pensando,0.45408332347869873
che,0.27891457080841064
l',0.21240383386611938
ometto,0.4403117001056671
scherzasse,0.3671567738056183
la,0.19644081592559814
bambina,0.33547383546829224
gli,0.22571587562561035
disse,0.27022480964660645
va,0.27236121892929077
bene,0.25967976450920105
te,0.24966394901275635
lo,0.2793979048728943
do,0.26867538690567017
butta,0.3083246946334839
la,0.19048678874969482
palla,0.24392709136009216
Quello,0.3106255531311035
sorrise,0.25880464911460876
lasciò,0.28039824962615967
cadere,0.24663734436035156
la,0.21450114250183105
palla,0.23241427540779114
lei,0.17213702201843262
la,0.1731278896331787
prese,0.23697495460510254
e,0.18621039390563965
tornò,0.31608736515045166
a,0.31087779998779297
casa,0.24631530046463013
ma,0.17954528331756592
si,0.23454773426055908
sentiva,0.3325880169868469
strana,0.25278234481811523
E,0.31110382080078125
più,0.24748700857162476
strana,0.3199058771133423
si,0.2229885458946228
sentì,0.326366662979126
quando,0.20727479457855225
si,0.22877192497253418
accorse,0.4415196180343628
che,0.19516688585281372
la,0.2083498239517212
salutavano,0.2912934422492981
senza,0.22445762157440186
più,0.28870415687561035
dire,0.23891019821166992
il,0.30761444568634033
suo,0.24195551872253418
nome,0.24540194869041443
poi,0.21611952781677246
pensandoci,0.2503930628299713
si,0.2272854447364807
accorse,0.41173839569091797
che,0.15308183431625366
nemmeno,0.2049371600151062
lei,0.18304985761642456
lo,0.23031270503997803
ricordava,0.2202218919992447
Mamma,0.39938443899154663
Come,0.31954634189605713
mi,0.27760887145996094
chiamo,0.35249462723731995
io,0.22557392716407776
disse,0.5094896554946899
allora,0.2492387294769287
la,0.22956252098083496
bambina,0.3431609869003296
a,0.2677210569381714
sua,0.24690812826156616
madre,0.25996747612953186
Tu,0.3229953348636627
Non,0.2578265070915222
hai,0.2513396739959717
nessun,0.45581746101379395
nome,0.2465379238128662
disse,0.44638344645500183
la,0.22561109066009521
mamma,0.22410473227500916
La,0.21809405088424683
bambina,0.2518630027770996
andò,0.3295682668685913
a,0.2927504777908325
guardare,0.3615705370903015
i,0.2936222553253174
suoi,0.27176785469055176
libri,0.2937019169330597
i,0.2750718593597412
suoi,0.25586140155792236
quaderni,0.37547874450683594
e,0.2212563157081604
vide,0.3497278094291687
che,0.24758505821228027
non,0.21967577934265137
c',0.3760955333709717
era,0.2690305709838867
nessun,0.461850106716156
nome,0.2624558210372925
Tu,0.3948462903499603
scendi,0.4339495301246643
a,0.3376924991607666
fare,0.2957496643066406
merenda,0.3274323344230652
gridò,0.4610685110092163
la,0.22239220142364502
mamma,0.25599777698516846
di,0.2730409502983093
sotto,0.2734561860561371
la,0.30606767535209656
mamma,0.18801212310791016
mi,0.21145504713058472
ha,0.2696073651313782
sempre,0.2591063380241394
detto,0.27255648374557495
di,0.22273880243301392
non,0.21020448207855225
chiamare,0.3035162687301636
nessuno,0.25025761127471924
con,0.27193546295166016
un,0.2909022569656372
Tu,0.3404421806335449
È,0.3634382486343384
perché,0.29279714822769165
proprio,0.2249143123626709
io,0.1775113344192505
un,0.2792314887046814
nome,0.22977930307388306
non,0.1718502640724182
ce,0.35905230045318604
l',0.37743979692459106
ho,0.32625529170036316
pensò,0.3854776918888092
con,0.2747345566749573
tristezza,0.2922945022583008
Allora,0.2743420898914337
piangendo,0.3608148396015167
la,0.18864810466766357
bambina,0.35538893938064575
prese,0.22896236181259155
la,0.23329979181289673
palla,0.2933843433856964
andò,0.3687518835067749
al,0.34057140350341797
giardino,0.27287915349006653
arrivò,0.3604785203933716
sotto,0.2592242956161499
l',0.29784631729125977
albero,0.2493760585784912
L',0.27834606170654297
omettino,0.4532751441001892
era,0.1771392822265625
ancora,0.23336011171340942
lassù,0.2997327148914337
con,0.23430556058883667
la,0.30779141187667847
mano,0.2614017724990845
chiusa,0.2746710777282715
e,0.20160841941833496
sorrideva,0.3242487609386444
Ridammi,0.48247700929641724
il,0.3882949948310852
mio,0.31060612201690674
nome,0.3127814531326294
gridò,0.46327319741249084
la,0.2410949468612671
bambina,0.3017590045928955
Ti,0.28578174114227295
darò,0.3862628638744354
la,0.2531668543815613
palla,0.2987026870250702
se,0.29535090923309326
vuoi,0.2781679034233093
Tieniti,0.3874410092830658
la,0.21843117475509644
palla,0.2829992175102234
piccolina,0.34717950224876404
e,0.21448421478271484
anche,0.20568126440048218
il,0.26025789976119995
tuo,0.20578783750534058
nome,0.253862589597702
e,0.24888616800308228
un',0.28949636220932007
altra,0.26343804597854614
volta,0.2047988772392273
non,0.18963336944580078
darlo,0.39781659841537476
a,0.27826380729675293
nessuno,0.2612234354019165
capito,0.2668881118297577
Aprì,0.42680731415748596
la,0.34124302864074707
mano,0.2819415330886841
e,0.19449222087860107
all',0.22885918617248535
improvviso,0.371939480304718
la,0.18900704383850098
bambina,0.30421775579452515
ricordò,0.44788438081741333
di,0.26226091384887695
chiamarsi,0.38747674226760864
Antonella,0.3027186989784241
e,0.17435860633850098
si,0.1588749885559082
mise,0.2428937554359436
a,0.25281280279159546
saltare,0.38565754890441895
per,0.24748462438583374
la,0.2521413564682007
gioia,0.20673656463623047
Corse,0.4484005868434906
a,0.31416159868240356
casa,0.23791447281837463
e,0.1941596269607544
la,0.1959371566772461
mamma,0.2451709508895874
chiese,0.2815055251121521
dove,0.4279305338859558
sei,0.30101972818374634
andata,0.2854085862636566
Antonella,0.2607240378856659
Avevo,0.420084148645401
perso,0.2728235721588135
una,0.2504841089248657
cosa,0.24770212173461914
importante,0.2477419376373291
mamma,0.2741701602935791
disse,0.5007273554801941
la,0.2330869436264038
bambina,0.30908867716789246
e,0.2566578984260559
lo,0.2559038996696472
disse,0.29633110761642456
così,0.2713785171508789
seria,0.2924179136753082
che,0.26327091455459595
la,0.19981533288955688
mamma,0.2648182511329651
le,0.19780254364013672
diede,0.38258814811706543
un,0.22123658657073975
bacio,0.22278505563735962
di,0.3491675853729248
quelli,0.35804522037506104
che,0.24517077207565308
fanno,0.2540753483772278
rumore,0.24247997999191284
