word,semantic_dissimilarity
Lupetto,0.03038400411605835
mangia,0.7756951451301575
solo,0.523970901966095
pastasciutta,0.4370981454849243
È,0.37382251024246216
l',0.3834550976753235
ora,0.38611453771591187
di,0.2962312698364258
cena,0.23847755789756775
la,0.1975165605545044
mamma,0.27177685499191284
tira,0.31275761127471924
fuori,0.31915122270584106
una,0.1888575553894043
teglia,0.3397543430328369
dal,0.3084481954574585
forno,0.23460927605628967
Che,0.42104437947273254
cos',0.40411126613616943
è,0.40073996782302856
chiede,0.30484628677368164
Lupetto,0.3631880283355713
La,0.2792626619338989
mia,0.2016369104385376
specialità,0.38223788142204285
dice,0.2674373388290405
la,0.251989483833313
mamma,0.21754053235054016
un,0.21932923793792725
soufflé,0.38460585474967957
di,0.26859521865844727
prosciutto,0.2860725522041321
e,0.2586795687675476
funghi,0.31374579668045044
Bleah,0.3382665514945984
non,0.23869860172271729
mi,0.32267558574676514
piace,0.36476391553878784
fa,0.2810697555541992
Lupetto,0.3750748634338379
e,0.23197299242019653
allontana,0.34543097019195557
il,0.20116490125656128
suo,0.1868535876274109
piatto,0.18160587549209595
La,0.22355496883392334
mamma,0.22978371381759644
aggrotta,0.3801262676715851
le,0.28453147411346436
sopracciglia,0.2884475290775299
prima,0.31052350997924805
di,0.34157294034957886
dire,0.29894572496414185
che,0.27881377935409546
non,0.253085732460022
ti,0.2902125120162964
piace,0.23093664646148682
dovresti,0.3177872896194458
assaggiarlo,0.2937728762626648
magari,0.2731987237930298
scopri,0.31117570400238037
che,0.1994563341140747
ne,0.3196823000907898
vai,0.29388028383255005
pazzo,0.4018203914165497
No,0.3993281126022339
si,0.24907052516937256
ostina,0.3977993130683899
lupetto,0.35337838530540466
Non,0.32563889026641846
mi,0.351765513420105
piacciono,0.3649141192436218
i,0.2843489646911621
funghi,0.24150002002716064
preferisco,0.3198220133781433
la,0.2151917815208435
pastasciutta,0.39454472064971924
E,0.28963810205459595
si,0.1984768509864807
tappa,0.3982149362564087
la,0.2867593765258789
bocca,0.2538832128047943
Il,0.3008084297180176
giorno,0.3583635687828064
dopo,0.27667027711868286
Lupetto,0.386628121137619
rifiuta,0.31413573026657104
i,0.157306969165802
pomodori,0.23984593152999878
ripieni,0.311532586812973
e,0.1962050199508667
mangia,0.18278729915618896
solo,0.1840154528617859
un,0.3048669695854187
po',0.47730129957199097
di,0.20734429359436035
riso,0.22244441509246826
il,0.22225868701934814
papà,0.2910369038581848
cerca,0.27773237228393555
di,0.29538673162460327
farlo,0.32364732027053833
ridere,0.19426178932189941
fa,0.14701557159423828
il,0.2826102375984192
pagliaccio,0.2736954092979431
il,0.20419734716415405
gioco,0.20866048336029053
dell',0.2508847713470459
aereo,0.30076345801353455
ma,0.16917920112609863
non,0.18418407440185547
funziona,0.21404951810836792
tutti,0.2477983832359314
i,0.3770713210105896
giorni,0.24856364727020264
la,0.21285545825958252
stessa,0.2580576539039612
storia,0.19301581382751465
A,0.35504281520843506
Lupetto,0.410339891910553
non,0.21889829635620117
piace,0.2453332543373108
questo,0.19921547174453735
a,0.2700732350349426
Lupetto,0.367652028799057
non,0.21477282047271729
piace,0.219649076461792
quello,0.25008314847946167
Ogni,0.23251616954803467
pasto,0.24681150913238525
è,0.17666369676589966
una,0.24592161178588867
battaglia,0.2518042027950287
lui,0.17237257957458496
vuole,0.19982671737670898
la,0.19899481534957886
pastasciutta,0.3275420367717743
tutti,0.28979021310806274
i,0.3755512237548828
giorni,0.25604546070098877
la,0.14628511667251587
pastasciutta,0.32298415899276733
Una,0.26981574296951294
sera,0.3186197280883789
Lupetto,0.4163723289966583
rovescia,0.3520846962928772
il,0.2424677014350891
piatto,0.18977540731430054
perché,0.26601868867874146
non,0.19951528310775757
vuole,0.2925647497177124
mangiare,0.23333048820495605
i,0.1728925108909607
piselli,0.25478917360305786
Fila,0.3802700936794281
in,0.2911820411682129
camera,0.3280484676361084
tua,0.22401463985443115
e,0.24634164571762085
calmati,0.38714075088500977
gli,0.3657711148262024
dice,0.29022037982940674
il,0.2672428488731384
papà,0.29352885484695435
Io,0.3657062351703644
e,0.2608046531677246
la,0.2519527077674866
mamma,0.2412809133529663
vogliamo,0.24768805503845215
cenare,0.3490455448627472
tranquilli,0.33018672466278076
Il,0.27164649963378906
giorno,0.3314138650894165
dopo,0.2798343896865845
la,0.1745244264602661
mamma,0.20613664388656616
cerca,0.2297518253326416
di,0.23590731620788574
farlo,0.26194822788238525
riflettere,0.3651968240737915
e,0.22132432460784912
gli,0.2903975248336792
dice,0.2797279953956604
Hai,0.37499019503593445
ragione,0.29679009318351746
la,0.22124814987182617
pastasciutta,0.4057495594024658
è,0.18129825592041016
buona,0.210813969373703
ma,0.16789543628692627
per,0.20823711156845093
stare,0.3154205083847046
in,0.36164116859436035
salute,0.3645162582397461
devi,0.20880460739135742
mangiare,0.19700372219085693
un,0.2217954397201538
po',0.3966040015220642
di,0.2315499186515808
tutto,0.24347716569900513
e,0.21668225526809692
non,0.1980053186416626
solamente,0.4054754972457886
quello,0.22574716806411743
che,0.21142756938934326
ti,0.2182600498199463
piace,0.25478842854499817
capisci,0.43036824464797974
A,0.4165349304676056
me,0.251620888710022
piace,0.1962069272994995
la,0.18619227409362793
pastasciutta,0.4229159951210022
ripete,0.3311910629272461
Lupetto,0.38011232018470764
Più,0.3158801794052124
tardi,0.31236201524734497
Lupetto,0.3909434378147125
e,0.2747502326965332
il,0.28796422481536865
papà,0.34450381994247437
cucinano,0.340821236371994
le,0.20888304710388184
lasagne,0.3596612811088562
Lupetto,0.29411736130714417
dispone,0.33535581827163696
gli,0.2863989472389221
strati,0.3344954252243042
di,0.2889164090156555
pasta,0.1811339259147644
nella,0.2524452805519104
teglia,0.3544648289680481
e,0.2340683937072754
il,0.23255932331085205
papà,0.27374452352523804
aggiunge,0.2266068458557129
il,0.1853383183479309
ragù,0.3573305308818817
e,0.17941230535507202
alcune,0.26316243410110474
piccole,0.24725103378295898
verdure,0.25169193744659424
Ah,0.47815409302711487
no,0.4317471981048584
protesta,0.33783650398254395
Lupetto,0.363088995218277
Le,0.3351295590400696
verdure,0.25414586067199707
non,0.2166907787322998
mi,0.3135794401168823
piacciono,0.31144723296165466
Vedrai,0.41652411222457886
quando,0.3360673189163208
le,0.23975318670272827
assaggi,0.38688209652900696
gli,0.29523664712905884
dice,0.29406845569610596
il,0.31438130140304565
papà,0.2911127805709839
Ecco,0.25724175572395325
le,0.17128729820251465
lasagne,0.4239805042743683
sono,0.22281759977340698
pronte,0.24290332198143005
mmm,0.28798529505729675
che,0.2789948582649231
profumino,0.295733779668808
però,0.2294313907623291
Lupetto,0.43724387884140015
è,0.20649617910385132
sulle,0.39642560482025146
spine,0.27198249101638794
si,0.1994847059249878
domanda,0.37505578994750977
se,0.29381465911865234
gli,0.2952810525894165
piaceranno,0.3654949963092804
Lupetto,0.4193427562713623
assaggia,0.3471291959285736
le,0.1900005340576172
lasagne,0.35665762424468994
sono,0.20694518089294434
deliziose,0.36601969599723816
e,0.2236342430114746
ne,0.2516496181488037
vuole,0.22908174991607666
ancora,0.2705358862876892
Ah,0.4966774582862854
no,0.3523173928260803
Le,0.22159934043884277
lasagne,0.36062344908714294
sono,0.2269895076751709
solo,0.2771163582801819
per,0.23077499866485596
me,0.37587305903434753
lo,0.2936598062515259
prende,0.2904618978500366
in,0.45731526613235474
giro,0.4238380789756775
il,0.26844537258148193
papà,0.30698153376579285
Hai,0.38309574127197266
detto,0.38384318351745605
che,0.19041109085083008
non,0.19950908422470093
ti,0.2179781198501587
piacevano,0.2982364296913147
le,0.19877618551254272
verdure,0.32512590289115906
Le,0.3286478817462921
verdure,0.23859691619873047
fanno,0.2548410892486572
bene,0.3402673006057739
alla,0.35968565940856934
salute,0.39810439944267273
risponde,0.3059459924697876
Lupetto,0.437560498714447
e,0.26321667432785034
se,0.3345956802368164
ne,0.29821568727493286
prende,0.32562071084976196
un',0.3758801221847534
enorme,0.43914204835891724
cucchiaiata,0.40820935368537903
