token_id,sentence_ids,tokens_no_punct,lemma_no_punct,PoS,depparse,head,constituency,AoA(m+sd),Zipf_freq
1,0,il,il,DET,det,muratore,(ROOT (f3 (sn (DET Il) (NOUN muratore) (spd (ADP di) (sn (DET la) (PROPN Valtellina) (PUNCT .)))))),,7.039560886
2,0,muratore,muratore,NOUN,root,ROOT,(ROOT (f3 (sn (DET Il) (NOUN muratore) (spd (ADP di) (sn (DET la) (PROPN Valtellina) (PUNCT .)))))),,3.023432143
3,0,di,di,ADP,case,Valtellina,(ROOT (f3 (sn (DET Il) (NOUN muratore) (spd (ADP di) (sn (DET la) (PROPN Valtellina) (PUNCT .)))))),,7.232814475
4,0,la,il,DET,det,Valtellina,(ROOT (f3 (sn (DET Il) (NOUN muratore) (spd (ADP di) (sn (DET la) (PROPN Valtellina) (PUNCT .)))))),,7.055331658
5,0,valtellina,Valtellina,PROPN,nmod,muratore,(ROOT (f3 (sn (DET Il) (NOUN muratore) (spd (ADP di) (sn (DET la) (PROPN Valtellina) (PUNCT .)))))),,
6,1,un,uno,DET,det,giovane,"(ROOT (cp (sn (DET Un) (NOUN giovane) (spd (ADP di) (sn (DET la) (PROPN Valtellina)))) (fp (PUNCT ,) (sv5 (ADV non) (VERB trovando) (compt (sn (NOUN lavoro)) (sp (ADP in) (sn (NOUN patria))))) (PUNCT ,)) (fc (f (ibar (VERB emigrò)) (compin (sp (ADP in) (sn (PROPN Germania))))) (PUNCT ,) (CCONJ e) (cp (sp (ADV proprio) (ADP a) (sn (PROPN Berlino))) (f (ibar (VERB trovò)) (compt (sn (DET un) (NOUN posto) (sp (ADP in) (sn (DET un) (NOUN cantiere)))) (sc (ADP come) (sn (NOUN muratore) (PUNCT .)))))))))",,7.065833912
7,1,giovane,giovane,NOUN,nsubj,emigrò,"(ROOT (cp (sn (DET Un) (NOUN giovane) (spd (ADP di) (sn (DET la) (PROPN Valtellina)))) (fp (PUNCT ,) (sv5 (ADV non) (VERB trovando) (compt (sn (NOUN lavoro)) (sp (ADP in) (sn (NOUN patria))))) (PUNCT ,)) (fc (f (ibar (VERB emigrò)) (compin (sp (ADP in) (sn (PROPN Germania))))) (PUNCT ,) (CCONJ e) (cp (sp (ADV proprio) (ADP a) (sn (PROPN Berlino))) (f (ibar (VERB trovò)) (compt (sn (DET un) (NOUN posto) (sp (ADP in) (sn (DET un) (NOUN cantiere)))) (sc (ADP come) (sn (NOUN muratore) (PUNCT .)))))))))",6.44 ± 2.57,5.000550272
8,1,di,di,ADP,case,Valtellina,"(ROOT (cp (sn (DET Un) (NOUN giovane) (spd (ADP di) (sn (DET la) (PROPN Valtellina)))) (fp (PUNCT ,) (sv5 (ADV non) (VERB trovando) (compt (sn (NOUN lavoro)) (sp (ADP in) (sn (NOUN patria))))) (PUNCT ,)) (fc (f (ibar (VERB emigrò)) (compin (sp (ADP in) (sn (PROPN Germania))))) (PUNCT ,) (CCONJ e) (cp (sp (ADV proprio) (ADP a) (sn (PROPN Berlino))) (f (ibar (VERB trovò)) (compt (sn (DET un) (NOUN posto) (sp (ADP in) (sn (DET un) (NOUN cantiere)))) (sc (ADP come) (sn (NOUN muratore) (PUNCT .)))))))))",,7.232814475
9,1,la,il,DET,det,Valtellina,"(ROOT (cp (sn (DET Un) (NOUN giovane) (spd (ADP di) (sn (DET la) (PROPN Valtellina)))) (fp (PUNCT ,) (sv5 (ADV non) (VERB trovando) (compt (sn (NOUN lavoro)) (sp (ADP in) (sn (NOUN patria))))) (PUNCT ,)) (fc (f (ibar (VERB emigrò)) (compin (sp (ADP in) (sn (PROPN Germania))))) (PUNCT ,) (CCONJ e) (cp (sp (ADV proprio) (ADP a) (sn (PROPN Berlino))) (f (ibar (VERB trovò)) (compt (sn (DET un) (NOUN posto) (sp (ADP in) (sn (DET un) (NOUN cantiere)))) (sc (ADP come) (sn (NOUN muratore) (PUNCT .)))))))))",,7.055331658
10,1,valtellina,Valtellina,PROPN,nmod,giovane,"(ROOT (cp (sn (DET Un) (NOUN giovane) (spd (ADP di) (sn (DET la) (PROPN Valtellina)))) (fp (PUNCT ,) (sv5 (ADV non) (VERB trovando) (compt (sn (NOUN lavoro)) (sp (ADP in) (sn (NOUN patria))))) (PUNCT ,)) (fc (f (ibar (VERB emigrò)) (compin (sp (ADP in) (sn (PROPN Germania))))) (PUNCT ,) (CCONJ e) (cp (sp (ADV proprio) (ADP a) (sn (PROPN Berlino))) (f (ibar (VERB trovò)) (compt (sn (DET un) (NOUN posto) (sp (ADP in) (sn (DET un) (NOUN cantiere)))) (sc (ADP come) (sn (NOUN muratore) (PUNCT .)))))))))",,
