word,semantic_dissimilarity
Apocalisse,0.5612761974334717
Cara,0.32566702365875244
Franci,0.28796058893203735
ti,0.23444783687591553
scrivo,0.29702746868133545
per,0.27481967210769653
sapere,0.31196022033691406
come,0.3354283571243286
stai,0.36427760124206543
tu,0.18857908248901367
e,0.21525245904922485
come,0.24601691961288452
stanno,0.30615365505218506
Eris,0.34463199973106384
e,0.2304978370666504
i,0.2465558648109436
vostri,0.259427547454834
figli,0.2693769931793213
meravigliosi,0.28249236941337585
E,0.27263009548187256
poi,0.2349359393119812
volevo,0.29256677627563477
sapere,0.2658097743988037
se,0.24848520755767822
pure,0.303199827671051
da,0.2987968921661377
voi,0.21041113138198853
in,0.23022973537445068
Australia,0.23946619033813477
è,0.231980562210083
arrivata,0.3403902053833008
l',0.28996241092681885
Apocalisse,0.302520751953125
Manu,0.321307897567749
dice,0.19355636835098267
che,0.15796566009521484
non,0.1762825846672058
è,0.23632514476776123
detto,0.3684903383255005
che,0.20870834589004517
sia,0.25269103050231934
arrivata,0.2635233402252197
pure,0.34014827013015747
laggiù,0.325238436460495
voi,0.19480204582214355
siete,0.2169954776763916
in,0.24300575256347656
un,0.26994234323501587
altro,0.2227153778076172
emisfero,0.4613783359527588
e,0.2421940565109253
che,0.17920434474945068
l',0.1866341233253479
Australia,0.2510925531387329
è,0.14475524425506592
un,0.18694937229156494
Paese,0.29615628719329834
abbastanza,0.24529647827148438
vergine,0.32558685541152954
e,0.1916414499282837
che,0.16150939464569092
la,0.22181463241577148
gente,0.18345946073532104
lì,0.2534637451171875
non,0.137312650680542
può,0.21966469287872314
aver,0.2886813282966614
commesso,0.33884555101394653
lo,0.3230046033859253
stesso,0.3215135931968689
numero,0.24696367979049683
di,0.28860050439834595
peccati,0.26183533668518066
che,0.2800114154815674
da,0.3850552439689636
noi,0.2730867266654968
Secondo,0.38532984256744385
me,0.21256810426712036
non,0.15716606378555298
ci,0.2820192575454712
può,0.2895212173461914
essere,0.23817092180252075
un',0.24710363149642944
Apocalisse,0.36361002922058105
a,0.2795308232307434
metà,0.27197739481925964
E,0.27760106325149536
poi,0.23909032344818115
alla,0.2589789032936096
televisione,0.34831464290618896
dicevano,0.3187311291694641
che,0.18318653106689453
era,0.18100738525390625
un,0.18312698602676392
problema,0.20451605319976807
globale,0.24398550391197205
Ma,0.2099013328552246
vatti,0.3689264953136444
a,0.3078992962837219
fidare,0.27889150381088257
Comunque,0.23382380604743958
spero,0.2942920923233032
che,0.2045251727104187
da,0.30783915519714355
voi,0.24786525964736938
non,0.1937747597694397
sia,0.2947825789451599
arrivata,0.35565316677093506
e,0.20842814445495605
abbia,0.31181198358535767
ragione,0.2943257689476013
Manu,0.2490183711051941
Da,0.39648890495300293
un,0.4049634337425232
paio,0.42238372564315796
d',0.5058530569076538
anni,0.27189069986343384
non,0.18883001804351807
si,0.23240208625793457
parlava,0.35830551385879517
d',0.33595556020736694
altro,0.32035738229751587
che,0.25829029083251953
dell',0.25500255823135376
Apocalisse,0.3568418323993683
che,0.23327410221099854
sarebbe,0.3939231038093567
arrivata,0.3468312621116638
e,0.2774374485015869
saremmo,0.3713878393173218
morti,0.36384260654449463
tutti,0.23108404874801636
Soprattutto,0.3775012493133545
