word,semantic_dissimilarity
Le,
precauzioni,0.6958560943603516
inutili,0.24859046936035156
contro,0.26458632946014404
le,0.29992204904556274
frodi,0.3086259365081787
Leo,0.23203355073928833
Bussi,0.3461037874221802
piazzista,0.4335443675518036
d',0.4443279504776001
anni,0.3518053889274597
30,0.43860292434692383
entrò,0.3479323387145996
nella,0.3241152763366699
succursale,0.4648219048976898
n,0.37836432456970215
7,0.33847904205322266
del,0.24900972843170166
Credito,0.3009932041168213
Nazionale,0.3101992607116699
per,0.29909205436706543
riscuotere,0.416387140750885
un,0.2582920789718628
assegno,0.27423983812332153
circolare,0.28297221660614014
di,0.2851712703704834
4000,0.43169456720352173
lire,0.350749671459198
Non,0.34263259172439575
c',0.40802621841430664
erano,0.272571861743927
sportelli,0.25125229358673096
ma,0.25333744287490845
un,0.28242814540863037
lungo,0.298526406288147
banco,0.2695438265800476
dietro,0.372655987739563
al,0.37218135595321655
quale,0.44191521406173706
gli,0.2438145875930786
impiegati,0.2900733947753906
lavoravano,0.2607181668281555
Desidera,0.3943629860877991
domandò,0.36510276794433594
uno,0.20194458961486816
di,0.3379254937171936
questi,0.2422284483909607
gentilmente,0.2750851809978485
Ho,0.3474311828613281
un,0.2935466170310974
assegno,0.30099618434906006
da,0.32274043560028076
riscuotere,0.372687429189682
Prego,0.3763442039489746
disse,0.32803404331207275
l',0.2692333459854126
impiegato,0.3024391531944275
e,0.2814754545688629
preso,0.34986597299575806
il,0.2564232349395752
foglietto,0.33507829904556274
in,0.37225353717803955
mano,0.3464767336845398
lo,0.18599438667297363
esaminò,0.299842894077301
per,0.3018309473991394
diritto,0.31370770931243896
e,0.306515634059906
per,0.2969462275505066
rovescio,0.2967837452888489
Poi,0.3542926609516144
Si,0.38640058040618896
accomodi,0.4180196225643158
più,0.31279540061950684
in,0.3453565835952759
là,0.32656773924827576
dal,0.3325830101966858
mio,0.26954835653305054
collega,0.2840195298194885
Il,0.3168666362762451
collega,0.27892959117889404
era,0.2939837574958801
un,0.2500673532485962
uomo,0.22858667373657227
sui,0.40761619806289673
cinquanta,0.3092457056045532
Contemplò,0.48426052927970886
l',0.23023748397827148
assegno,0.27509403228759766
a,0.28799402713775635
lungo,0.37649381160736084
rigirandolo,0.3100297451019287
da,0.2953072190284729
una,0.3144875764846802
parte,0.2916790843009949
e,0.2836688160896301
dall',0.4317528009414673
altra,0.33904799818992615
tossicchiò,0.32553309202194214
alzò,0.3707635700702667
gli,0.32218968868255615
sguardi,0.384468138217926
al,0.2861695885658264
di,0.452997624874115
sopra,0.3597959280014038
degli,0.29938650131225586
occhiali,0.3279111385345459
esaminando,0.34311696887016296
la,0.2437450885772705
faccia,0.28796249628067017
del,0.28406959772109985
cliente,0.28145357966423035
guardò,0.32023900747299194
ancora,0.2361682653427124
l',0.25850772857666016
assegno,0.2893238663673401
guardò,0.29152679443359375
di,0.3200799226760864
nuovo,0.2891247272491455
il,0.2670482397079468
Bussi,0.3930337429046631
