word,semantic_dissimilarity
Il,
re,0.7666627764701843
parrucchiere,0.43448925018310547
C',0.48496079444885254
era,0.30823278427124023
una,0.3811183571815491
volta,0.2874986529350281
un,0.20944851636886597
regno,0.33159923553466797
di,0.31865501403808594
foreste,0.30592820048332214
alberi,0.22111976146697998
belli,0.2561030983924866
che,0.17753958702087402
si,0.21332108974456787
stendevano,0.35401448607444763
dappertutto,0.30829471349716187
colorando,0.3054264187812805
la,0.2649419903755188
terra,0.2618803381919861
di,0.2816571593284607
verde,0.2388019561767578
profumando,0.3976377546787262
il,0.25181663036346436
cielo,0.2636514902114868
con,0.1988455057144165
le,0.18727219104766846
foglie,0.28924697637557983
spettinate,0.32079046964645386
In,0.2895534634590149
mezzo,0.40707945823669434
a,0.2735663056373596
quel,0.2774743437767029
regno,0.2734256982803345
forestale,0.38614845275878906
c',0.33752018213272095
era,0.2578531503677368
un,0.17834800481796265
castello,0.26551783084869385
e,0.18763482570648193
nel,0.22106516361236572
castello,0.2105274200439453
vivevano,0.3062278628349304
i,0.19094914197921753
Re,0.24795758724212646
che,0.17591124773025513
sedevano,0.3116299510002136
su,0.24559175968170166
un,0.1944994330406189
trono,0.2507990598678589
di,0.2935607433319092
pietra,0.2543489933013916
messo,0.2725260853767395
sulla,0.22913742065429688
torre,0.2126438021659851
più,0.2564506530761719
alta,0.26049041748046875
e,0.18931186199188232
da,0.273911714553833
lassù,0.33037593960762024
stavano,0.2954829931259155
a,0.29501307010650635
guardare,0.2685757875442505
gli,0.18329524993896484
alberi,0.2439178228378296
e,0.19167447090148926
non,0.15861093997955322
davano,0.31717461347579956
mai,0.24972760677337646
ordini,0.23166587948799133
se,0.3805614113807678
non,0.3615649342536926
questi,0.31994202733039856
Alberi,0.43429890275001526
muovete,0.3778832256793976
i,0.2830527424812317
rami,0.32671433687210083
Alberi,0.39503705501556396
respirate,0.3280711770057678
Alberi,0.3526601791381836
bevete,0.3326311707496643
la,0.3138280510902405
rugiada,0.4140847623348236
E,0.34536486864089966
gli,0.24635034799575806
alberi,0.2542067766189575
muovevano,0.3062035143375397
i,0.2582499384880066
rami,0.2687446177005768
respiravano,0.26165616512298584
e,0.1804627776145935
bevevano,0.27528131008148193
la,0.20348525047302246
rugiada,0.368197500705719
perché,0.24585086107254028
quelle,0.28593266010284424
erano,0.22122728824615479
cose,0.23032516241073608
che,0.2181803584098816
naturalmente,0.3010990619659424
si,0.2526499032974243
fanno,0.23824051022529602
Ma,0.308512806892395
un,0.31313860416412354
giorno,0.32364779710769653
divenne,0.38846415281295776
Re,0.34142088890075684
di,0.3291807770729065
quel,0.32387614250183105
castello,0.29767894744873047
Ricciolino,0.3870875835418701
un,0.2698702812194824
Re,0.2644868493080139
molto,0.2651819586753845
elegante,0.23307126760482788
e,0.2609543800354004
raffinato,0.22774890065193176
che,0.16974616050720215
appena,0.26770150661468506
si,0.33233100175857544
sedette,0.5123159885406494
sul,0.2949415445327759
trono,0.2777899503707886
in,0.3091897964477539
cima,0.4262745976448059
alla,0.26353204250335693
torre,0.22236087918281555
disse,0.32673966884613037
Guarda,0.4004333019256592
come,0.27473998069763184
sono,0.2631174921989441
spettinati,0.39942193031311035
quegli,0.326099157333374
alberi,0.3142750859260559
Che,0.37260621786117554
ineleganza,0.3046894073486328
Presto,0.28211089968681335
chiamate,0.25059938430786133
mille,0.261809766292572
boscaioli,0.3868793249130249
Furono,0.5050527453422546
chiamati,0.24922746419906616
mille,0.19734150171279907
boscaioli,0.3805197477340698
e,0.27292072772979736
il,0.30451351404190063
Re,0.3149769902229309
disse,0.3382294178009033
Boscaioli,0.39188286662101746
voi,0.2117709517478943
di,0.3021940588951111
solito,0.38221001625061035
tagliate,0.3351857662200928
gli,0.21547555923461914
alberi,0.2265087366104126
a,0.2420065999031067
casaccio,0.3283492624759674
tanto,0.2838907837867737
per,0.25447529554367065
fare,0.2660907506942749
legna,0.24307864904403687
d',0.3944461941719055
ora,0.42961204051971436
in,0.41968822479248047
poi,0.2601583003997803
li,0.18661999702453613
taglierete,0.3461332619190216
per,0.2118525505065918
eleganza,0.30156955122947693
Come,0.4279548227787018
come,0.2530685067176819
dissero,0.479735404253006
i,0.2226243019104004
boscaioli,0.4452317953109741
Io,0.3781473934650421
vi,0.22748780250549316
farò,0.3375319838523865
seguire,0.3702458143234253
un,0.23354792594909668
corso,0.3083363175392151
per,0.28201115131378174
parrucchieri,0.29181039333343506
poi,0.27259838581085205
andrete,0.33306998014450073
nella,0.28664207458496094
foresta,0.36353784799575806
ad,0.34213292598724365
aggiustare,0.3723628520965576
le,0.21599841117858887
chiome,0.42826756834983826
degli,0.27276068925857544
alberi,0.22127020359039307
Ne,0.3785930871963501
farete,0.26109322905540466
alcuni,0.24420297145843506
con,0.2152423858642578
i,0.28376829624176025
capelli,0.23380541801452637
corti,0.27961957454681396
altri,0.3655034303665161
ricci,0.2767147719860077
altri,0.3070356249809265
lisci,0.3223553001880646
altri,0.26931965351104736
con,0.24200689792633057
la,0.2960506081581116
frangetta,0.40745654702186584
Sarà,0.38311660289764404
una,0.2534852623939514
foresta,0.32925093173980713
ben,0.2619994878768921
pettinata,0.24192196130752563
un,0.2644990086555481
capolavoro,0.3537025451660156
d',0.33867859840393066
eleganza,0.2556154727935791
Abituati,0.4034593999385834
ad,0.3569892644882202
obbedire,0.27948659658432007
i,0.19307607412338257
boscaioli,0.48569464683532715
fecero,0.31225132942199707
il,0.24917244911193848
corso,0.251629114151001
da,0.27106600999832153
parrucchieri,0.3480603098869324
e,0.23849040269851685
poi,0.28020787239074707
andarono,0.3572574853897095
nella,0.29038840532302856
foresta,0.3221341371536255
e,0.22913777828216553
tutti,0.17259246110916138
gli,0.2295818328857422
alberi,0.2401653528213501
furono,0.3029329776763916
pettinati,0.24229586124420166
nei,0.2683652639389038
modi,0.2942321300506592
più,0.27854955196380615
strani,0.2153662145137787
con,0.1930106282234192
trecce,0.3068010210990906
code,0.2515852153301239
ciuffi,0.30299776792526245
frangette,0.31896525621414185
e,0.2930832505226135
così,0.4011162519454956
via,0.25190338492393494
Re,0.36600369215011597
Ricciolino,0.43457043170928955
dall',0.4024195075035095
alto,0.3773875832557678
della,0.4177984595298767
torre,0.3162786364555359
li,0.21217912435531616
guardava,0.22865033149719238
contento,0.2404477596282959
La,0.31779706478118896
cosa,0.261844277381897
finì,0.4572499990463257
lì,0.3175813555717468
No,0.3105400800704956
perché,0.2546466588973999
gli,0.21248477697372437
uccelli,0.24075791239738464
passando,0.28535372018814087
sopra,0.4126380681991577
quella,0.3403850793838501
foresta,0.32961446046829224
e,0.2536078691482544
guardando,0.2560235261917114
giù,0.22146737575531006
prima,0.281490683555603
per,0.28381967544555664
spavento,0.2647455036640167
poi,0.422410249710083
per,0.2614356279373169
divertimento,0.18018284440040588
si,0.18537753820419312
mettevano,0.29860392212867737
a,0.252294659614563
starnazzare,0.37335485219955444
schiamazzare,0.33080074191093445
ridere,0.25620341300964355
e,0.22550863027572632
a,0.27391505241394043
forza,0.3394031524658203
di,0.24658453464508057
ridere,0.17590409517288208
scappava,0.293619304895401
loro,0.22825968265533447
la,0.2138548493385315
pipì,0.45057186484336853
e,0.17174851894378662
la,0.19011467695236206
cacca,0.25771665573120117
E,0.2987983226776123
siccome,0.46120399236679077
venivano,0.383964478969574
uccelli,0.29989755153656006
da,0.38541120290756226
ogni,0.37987571954727173
parte,0.40480470657348633
del,0.38838839530944824
cielo,0.3203921318054199
a,0.3027302026748657
vedere,0.2134840488433838
quella,0.2811317443847656
curiosità,0.2616688311100006
schiamazzi,0.3624810576438904
cacca,0.34545040130615234
e,0.1944541335105896
pipì,0.4394017159938812
cadevano,0.31998711824417114
dall',0.3774392604827881
alto,0.32801538705825806
così,0.2771250009536743
abbondanti,0.29646360874176025
che,0.30103743076324463
Re,0.32060903310775757
Ricciolino,0.5033864974975586
scappò,0.34593501687049866
in,0.2955476641654968
terre,0.31781303882598877
lontane,0.258766233921051
per,0.3163471221923828
non,0.2842649221420288
rovinarsi,0.3654082417488098
l',0.33191025257110596
eleganza,0.3158809542655945
I,0.24562454223632812
boscaioli,0.5100332498550415
smisero,0.3558671772480011
di,0.21207654476165771
acconciare,0.5049114227294922
le,0.6954895853996277
chiome,0.4365372061729431
alle,0.29536497592926025
piante,0.3473084568977356
e,0.23733240365982056
presto,0.301750123500824
la,0.20633339881896973
foresta,0.2510598301887512
tornò,0.325813353061676
come,0.3575626015663147
prima,0.325939416885376
verde,0.2718193531036377
libera,0.2766968905925751
fresca,0.19777801632881165
spettinata,0.3442763090133667
dal,0.25523829460144043
vento,0.2483709752559662
